"band","event_date","species_name","age_description","sex_description"
"B57853721517","10/6/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853721547","10/6/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853721592","10/6/03","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B57853721628","10/14/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853721705","10/13/03","Red-eyed Vireo","Hatching Year","Unknown"
"B57853721783","10/14/03","Red-eyed Vireo","Hatching Year","Unknown"
"B57853721867","10/11/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853721942","10/11/03","Red-eyed Vireo","Hatching Year","Unknown"
"B57853722107","10/2/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853722188","10/2/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853722265","10/1/03","Red-eyed Vireo","Hatching Year","Unknown"
"B57853722343","9/29/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853722502","9/28/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853722553","9/28/03","Yellow-green Vireo","Hatching Year","Unknown"
"B57853722582","9/28/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853722748","10/5/03","Red-eyed Vireo","Hatching Year","Unknown"
"B57853722825","10/4/03","Red-eyed Vireo","Hatching Year","Unknown"
"B57853722987","10/4/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853723062","10/14/02","Red-eyed Vireo","Hatching Year","Unknown"
"B57853723143","10/8/02","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853723227","10/8/02","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853723308","10/6/02","Red-eyed Vireo","Hatching Year","Unknown"
"B57853723463","9/10/02","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853723547","10/8/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853723595","10/8/01","Traill's Flycatcher","Hatching Year","Unknown"
"B57853723622","9/28/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853723787","10/18/02","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853723945","10/14/02","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853724107","10/4/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853724182","10/4/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853724264","10/4/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853724347","10/3/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853724428","10/3/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853724505","10/1/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853724557","10/1/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853724742","10/6/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853724907","10/5/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853725022","9/29/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853725065","9/29/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853725187","9/29/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853725268","9/29/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853725385","9/29/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853725423","9/25/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853725507","9/23/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853725512","9/22/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853725548","5/2/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853725582","9/24/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853725625","10/1/01","Traill's Flycatcher","Hatching Year","Unknown"
"B57853725703","10/1/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853725747","10/1/01","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853725862","10/1/01","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853725905","9/30/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853725983","9/30/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57853726027","10/28/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853726263","10/25/06","Red-eyed Vireo","Hatching Year","Unknown"
"B57853726347","9/12/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853726557","10/11/05","Red-eyed Vireo","Hatching Year","Unknown"
"B57853726587","10/13/05","Traill's Flycatcher","Hatching Year","Unknown"
"B57853726745","3/23/07","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853726982","2/19/07","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853727067","10/5/05","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853727147","10/3/05","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B57853727228","10/3/05","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853727383","10/2/05","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853727515","10/1/05","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853727542","9/30/05","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853727627","10/9/05","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B57853727707","10/8/05","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853727788","10/8/05","Traill's Flycatcher","Hatching Year","Unknown"
"B57853727943","10/6/05","Traill's Flycatcher","Hatching Year","Unknown"
"B57853728188","10/19/04","Red-eyed Vireo","Hatching Year","Unknown"
"B57853728348","10/16/04","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853728425","10/15/04","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853728503","10/12/04","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853728558","10/12/04","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853728662","9/30/05","Red-eyed Vireo","Hatching Year","Unknown"
"B57853728748","9/30/05","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853728908","9/29/05","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853728985","9/29/05","Traill's Flycatcher","After Hatching Year","Unknown"
"B57853729063","10/7/04","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B57853729147","10/5/04","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853729222","10/3/04","Red-eyed Vireo","Hatching Year","Unknown"
"B57853729309","10/3/04","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853729387","10/3/04","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853729468","10/3/04","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853729545","10/1/04","Red-eyed Vireo","Hatching Year","Unknown"
"B57853729597","10/2/04","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B57853729623","10/11/04","Red-eyed Vireo","After Hatching Year","Unknown"
"B57853729707","10/10/04","Red-eyed Vireo","Hatching Year","Unknown"
"B57853729869","10/9/04","Red-eyed Vireo","Hatching Year","Unknown"
"B57853729947","10/7/04","Red-eyed Vireo","Hatching Year","Unknown"
"B49454824224","10/19/74","Tropical Kingbird","After Hatching Year","Unknown"
"B49454824274","4/11/75","Brown-crested Flycatcher","After Hatching Year","Unknown"
"B58593175697","2/22/95","Acadian Flycatcher","After Hatching Year","Unknown"
"B58593312015","3/16/83","Buff-breasted Flycatcher","After Hatching Year","Unknown"
"B58593313513","6/20/78","Violet-green Swallow","Unknown","Unknown"
"B57854481941","3/29/02","Red-eyed Vireo","After Second Year","Unknown"
"B57854809864","10/28/97","Red-eyed Vireo","Hatching Year","Unknown"
"B57854842554","10/28/02","White-eyed Vireo","Unknown","Unknown"
"B57854842582","10/29/02","Dusky-capped Flycatcher","After Hatching Year","Unknown"
"B57854842748","3/13/03","Dusky-capped Flycatcher","After Hatching Year","Unknown"
"B57854842825","3/8/03","Dusky-capped Flycatcher","After Hatching Year","Unknown"
"B57854842904","3/7/03","Dusky-capped Flycatcher","After Hatching Year","Unknown"
"B57854843227","10/19/02","Red-eyed Vireo","Unknown","Unknown"
"B57854843308","10/19/02","Red-eyed Vireo","Hatching Year","Unknown"
"B57854843787","10/25/02","Philadelphia Vireo","Unknown","Unknown"
"B57854843868","10/24/02","Red-eyed Vireo","Hatching Year","Unknown"
"B57854844264","10/10/02","Red-eyed Vireo","After Hatching Year","Unknown"
"B57854844744","10/16/02","Red-eyed Vireo","Unknown","Unknown"
"B57854845187","9/30/02","Red-eyed Vireo","After Hatching Year","Unknown"
"B57854845424","9/28/02","Red-eyed Vireo","Hatching Year","Unknown"
"B57854845625","10/8/02","Red-eyed Vireo","Unknown","Unknown"
"B57854845788","10/8/02","Red-eyed Vireo","Hatching Year","Unknown"
"B57854845828","10/3/02","Red-eyed Vireo","Unknown","Unknown"
"B58593862019","9/18/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B58593862332","9/18/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B58593862418","9/18/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B58593862495","9/18/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B58593862558","9/17/78","Traill's Flycatcher","Hatching Year","Unknown"
"B58593862738","9/24/78","Traill's Flycatcher","Hatching Year","Unknown"
"B58593862816","9/22/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B58593862892","9/24/78","Traill's Flycatcher","Hatching Year","Unknown"
"B58593862978","9/22/78","Traill's Flycatcher","Hatching Year","Unknown"
"B58593863139","9/11/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B58593863593","9/10/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B58593863615","9/17/78","Traill's Flycatcher","Hatching Year","Unknown"
"B58593863699","9/17/78","Traill's Flycatcher","Hatching Year","Unknown"
"B58593863773","9/17/78","Traill's Flycatcher","Hatching Year","Unknown"
"B57854983518","5/16/01","La Sagra's Flycatcher","After Hatching Year","Unknown"
"B57854983595","5/18/01","La Sagra's Flycatcher","Second Year","Unknown"
"B57854983787","10/18/01","La Sagra's Flycatcher","After Hatching Year","Unknown"
"B57863303516","1/17/00","Thick-billed Vireo","Second Year","Unknown"
"B57863441591","10/6/99","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863442554","9/29/99","Traill's Flycatcher","Hatching Year","Unknown"
"B57863443516","9/15/99","Traill's Flycatcher","Hatching Year","Unknown"
"B57863443593","9/16/99","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863450130","5/5/00","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B57863450217","5/3/00","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B57863450534","4/6/00","Acadian Flycatcher","Second Year","Unknown"
"B57863450615","9/12/00","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863450690","9/12/00","Red-eyed Vireo","Hatching Year","Unknown"
"B57863585088","4/28/02","Least Flycatcher","After Hatching Year","Unknown"
"B57863585107","5/25/01","Yellow-bellied Flycatcher","After Hatching Year","Unknown"
"B57863585165","5/25/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863585188","5/25/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863585247","5/24/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863585266","5/24/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863585328","5/22/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863585406","5/22/01","Traill's Flycatcher","Second Year","Unknown"
"B57863585425","5/22/01","Traill's Flycatcher","Second Year","Unknown"
"B57863585483","5/22/01","Traill's Flycatcher","Second Year","Unknown"
"B57863585508","5/21/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863585515","5/21/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863585565","5/21/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863585585","5/21/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863585597","5/21/01","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863585648","5/3/02","Least Flycatcher","After Hatching Year","Unknown"
"B57863585725","5/3/02","Least Flycatcher","After Hatching Year","Unknown"
"B57863585748","5/1/02","Least Flycatcher","After Hatching Year","Unknown"
"B57863585807","5/1/02","Least Flycatcher","After Hatching Year","Unknown"
"B57863585826","5/1/02","Least Flycatcher","After Hatching Year","Unknown"
"B57863585888","5/1/02","Least Flycatcher","After Hatching Year","Unknown"
"B57863585903","4/30/02","Least Flycatcher","After Hatching Year","Unknown"
"B57863585966","5/1/02","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863585985","4/30/02","Least Flycatcher","After Hatching Year","Unknown"
"B57863936553","5/5/04","Traill's Flycatcher","After Hatching Year","Unknown"
"B57863939598","5/16/03","Yellow-bellied Flycatcher","After Hatching Year","Unknown"
"B57864957258","4/29/99","Red-eyed Vireo","After Hatching Year","Unknown"
"B57864957517","11/2/98","Yellow-throated Vireo","After Hatching Year","Unknown"
"B57864957597","11/2/98","Red-eyed Vireo","Unknown","Unknown"
"B57864957737","9/6/01","Red-eyed Vireo","Hatching Year","Unknown"
"B57873225425","3/26/03","Cordilleran Flycatcher","After Hatching Year","Unknown"
"B57873225588","3/26/03","Cordilleran Flycatcher","After Hatching Year","Unknown"
"B57873225597","3/1/03","Cordilleran Flycatcher","After Hatching Year","Unknown"
"B57874181517","5/24/94","Cave Swallow","After Hatching Year","Female"
"B57874181594","5/24/94","Cave Swallow","After Hatching Year","Unknown"
"B57874935509","2/26/94","Rose-throated Becard","After Hatching Year","Female"
"B57883526122","2/24/99","White-eyed Vireo","Second Year","Unknown"
"B57883526287","2/23/99","White-eyed Vireo","Second Year","Unknown"
"B57883527488","2/17/99","White-eyed Vireo","After Hatching Year","Unknown"
"B57883567485","10/10/18","Red-eyed Vireo","Hatching Year","Unknown"
"B57883568208","10/28/17","Red-eyed Vireo","Hatching Year","Unknown"
"B57883568368","10/28/17","White-eyed Vireo","After Hatching Year","Unknown"
"B57883569643","9/15/17","Traill's Flycatcher","Unknown","Unknown"
"B57883569725","9/14/17","Traill's Flycatcher","After Hatching Year","Unknown"
"B57883569889","5/16/17","Traill's Flycatcher","After Second Year","Unknown"
"B58604504364","2/3/84","Stolid Flycatcher","After Hatching Year","Unknown"
"B49461881858","3/7/61","Great Kiskadee","After Hatching Year","Unknown"
"B57884219594","11/13/04","Cassin's Vireo","Hatching Year","Unknown"
"B57884961594","10/28/94","Yellow-throated Vireo","After Hatching Year","Unknown"
"B58604950216","2/28/86","Ash-throated Flycatcher","After Hatching Year","Unknown"
"B58604950290","2/28/86","Ash-throated Flycatcher","After Hatching Year","Unknown"
"B58604950459","1/12/86","Ash-throated Flycatcher","After Hatching Year","Unknown"
"B58604950934","3/2/86","Ash-throated Flycatcher","After Hatching Year","Unknown"
"B58604955108","4/5/86","Ash-throated Flycatcher","After Hatching Year","Unknown"
"B49464130813","2/17/66","Tropical Kingbird","After Hatching Year","Unknown"
"B49464131793","12/7/65","Brown-crested Flycatcher","After Hatching Year","Female"
"B49464132194","10/11/65","Brown-crested Flycatcher","After Hatching Year","Female"
"B49464132334","10/5/65","Brown-crested Flycatcher","After Hatching Year","Female"
"B49464132353","10/5/65","Brown-crested Flycatcher","After Hatching Year","Female"
"B49464132474","10/5/65","Red-eyed Vireo","Hatching Year","Unknown"
"B49464132894","10/19/65","Brown-crested Flycatcher","After Hatching Year","Unknown"
"B49464133693","9/23/65","Brown-crested Flycatcher","After Hatching Year","Unknown"
"B49464133796","9/21/65","Brown-crested Flycatcher","After Hatching Year","Female"
"B49464134511","8/26/65","Fork-tailed Flycatcher","After Hatching Year","Male"
"B49464134593","8/26/65","Fork-tailed Flycatcher","After Hatching Year","Male"
"B49464134624","8/27/65","Fork-tailed Flycatcher","After Hatching Year","Unknown"
"B49464136176","12/9/66","Brown-crested Flycatcher","After Hatching Year","Unknown"
"B49464136331","10/12/66","Gray Kingbird","After Hatching Year","Unknown"
"B49464136999","1/26/67","Brown-crested Flycatcher","Hatching Year","Unknown"
"B49464137234","8/4/66","Brown-crested Flycatcher","After Hatching Year","Unknown"
"B49464137311","8/3/66","Fork-tailed Flycatcher","After Hatching Year","Unknown"
"B49464137374","8/3/66","Fork-tailed Flycatcher","After Hatching Year","Unknown"
"B49464137436","8/2/66","Fork-tailed Flycatcher","After Hatching Year","Unknown"
"B49464137451","8/2/66","Fork-tailed Flycatcher","After Hatching Year","Unknown"
