"band","event_date","species_name","band_type_description","bird_status_description","age_description","sex_description"
"B49624833798","3/28/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B49624833873","3/28/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B49624833953","3/28/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B49643445709","2/23/60","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","Unknown","Male"
"B49643445724","2/23/60","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","Unknown","Male"
"B49643445786","2/23/60","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","Unknown","Male"
"B58114864554","6/2/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B58114865661","6/1/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B58123165106","4/8/89","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58124993513","6/4/09","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B58124993598","6/5/09","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B49764213077","3/13/65","Rose-throated Becard","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B58143343514","8/4/90","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B58143344553","6/3/90","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58154425028","4/7/06","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B58154425308","3/9/04","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B51934522204","12/13/08","Tropical Kingbird","aluminum\butt end","Normal wild bird.","Hatching Year","Female"
"B51934522362","12/12/08","Tropical Kingbird","aluminum\butt end","Normal wild bird.","Unknown","Female"
"B51934925511","5/4/90","Gray Kingbird","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B51944263511","10/20/98","Gray Kingbird","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B51944263599","10/22/98","Gray Kingbird","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58761756456","6/23/09","Great Kiskadee","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Female"
"B58174035267","3/24/05","Black-capped Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B58174035980","2/18/09","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B58764653896","10/12/86","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B51974875027","4/16/00","Loggerhead Kingbird","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58184753814","7/9/10","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B58184753975","4/23/10","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B58184754054","6/11/07","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B58184754374","6/8/06","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B58184754457","6/29/05","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B58184755105","7/1/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B58184755175","7/26/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B58184755188","7/1/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B58184755261","5/31/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B58184755585","6/29/03","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B58193356695","9/4/02","Barn Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58203385503","9/30/87","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Female"
"B58223100558","3/24/86","Barn Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58223103512","10/19/85","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Male"
"B58223105182","9/21/85","Barn Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B58223105262","9/21/85","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B58223105515","9/20/85","Barn Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58223105742","9/22/85","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Female"
"B58223105822","9/22/85","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58223105903","9/22/85","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Female"
"B58223105981","9/22/85","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58223109592","10/9/86","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Male"
"B58813153658","4/29/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B58813157415","8/6/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58813158218","7/20/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58813159655","7/15/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58254659384","3/14/04","Plumbeous Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B58263650372","3/29/89","Least Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B58264185186","3/21/04","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B57283593247","10/12/19","Yellow-bellied Flycatcher","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Hatching Year","Male"
"B57283595002","9/26/17","Yellow-bellied Flycatcher","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Hatching Year","Male"
"B57283595907","10/3/17","Acadian Flycatcher","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Hatching Year","Female"
"B58283855978","3/1/86","Least Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B58294485908","4/29/07","Tropical Kingbird","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B58854091224","5/12/75","Eastern Kingbird","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B57324721512","5/30/15","Bahama Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Female"
"B57324721591","6/21/15","Bahama Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B58323365422","2/1/83","Least Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B57383058137","7/15/13","Black-capped Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Hatching Year","Male"
"B57383058298","7/10/13","Black-capped Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B57423509247","9/9/11","Vermilion Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B57434867517","1/8/16","Loggerhead Shrike","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Second Year","Male"
"B57463640553","3/31/11","Northern Rough-winged Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Female"
"B57464857897","4/11/17","Red-eyed Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Male"
"B57504618011","6/4/10","Black-whiskered Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Female"
"B57504618098","6/4/10","Black-whiskered Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B57504618177","6/3/10","Black-whiskered Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B58903552605","4/16/77","White-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B57514547131","4/9/11","Tropical Kingbird","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Male"
"B57514548447","4/3/11","Brown-crested Flycatcher","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Male"
"B57514549855","4/1/11","Tropical Kingbird","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Second Year","Male"
"B57514549931","4/1/11","Brown-crested Flycatcher","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Male"
"B58444085184","6/11/93","Ash-throated Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B58444555988","5/14/94","Rose-throated Becard","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B59343383514","2/15/60","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","Unknown","Male"
"B67944972637","4/8/89","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B67964546705","4/30/00","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B67964546749","4/29/00","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B67964546866","4/29/00","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B58993448553","7/3/65","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B67974286386","7/18/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B67974286627","9/6/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B67974286634","9/6/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B67983346626","5/14/03","Black-capped Vireo","aluminum\butt end","Normal wild bird.","After Third Year","Male"
"B67983346637","5/13/03","Black-capped Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B59003359653","4/5/84","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B59003359819","4/4/84","Yellow-green Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B68014960458","4/28/11","Red-eyed Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B68024316308","1/11/06","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B68034555675","10/3/06","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Hatching Year","Female"
"B59011763593","1/15/88","Great Kiskadee","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B59364530045","2/21/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364530200","2/20/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364530289","2/20/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364530524","2/15/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364530550","2/15/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364530605","2/27/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364530849","2/22/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B59364531084","2/6/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364531321","2/5/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364531593","1/29/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B59364531644","2/15/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364531725","2/6/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364531803","2/6/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364531881","2/6/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B59364531969","2/6/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","Unknown","Female"
"B59364538129","2/1/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B59364538203","2/1/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364538286","2/1/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B59364538364","2/1/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364538553","3/1/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B59364538608","3/5/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B59364538689","3/5/79","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
